"Quarter","HB","HBQF","HBName","HBNameQF","ADPName","ADPNameQF","ServiceType","ServiceTypeQF","SubstanceType","SubstanceTypeQF","Measure","Waited_1_week_or_less","Waited_more_than_1_week_but_within_2_weeks","Waited_more_than_2_week_but_within_3_weeks","Waited_more_than_3_week_but_within_4_weeks","Waited_more_than_4_week_but_within_8_weeks","Waited_more_than_8_week_but_within_12_weeks","Waited_more_than_12_week_but_within_26_weeks","Waited_more_than_26_week_but_within_52_weeks","Waited_more_than_52_week","LDP_standard_waited_3_weeks_or_less","LDP_standard_waited_more_than_3_weeks","Median_length_of_wait_days"
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","","Percentage",47.222,40.278,11.111,0.694,0.694,0,0,0,0,98.611,1.389,8
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","","Percentage",60.274,29.452,8.904,0.685,0.685,0,0,0,0,98.63,1.37,7
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1.5
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Alcohol","","Percentage",62.105,30,5.789,1.579,0.526,0,0,0,0,97.895,2.105,7
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Percentage",64.744,24.679,7.372,2.885,0.321,0,0,0,0,96.795,3.205,6
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Percentage",95.833,0,0,0,4.167,0,0,0,0,95.833,4.167,0
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Percentage",64.846,28.328,6.143,0.683,0,0,0,0,0,99.317,0.683,6
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Percentage",55.061,34.413,8.097,0.405,1.619,0,0.405,0,0,97.571,2.429,7
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Percentage",67.647,26.05,5.462,0.42,0.42,0,0,0,0,99.16,0.84,5
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","All","d","Percentage",69.091,24.727,4.727,1.091,0.364,0,0,0,0,98.545,1.455,6
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Percentage",73.684,21.053,5.263,0,0,0,0,0,0,100,0,5
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Percentage",75,0,0,0,25,0,0,0,0,75,25,1
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Percentage",64.706,35.294,0,0,0,0,0,0,0,100,0,5
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Percentage",53.333,46.667,0,0,0,0,0,0,0,100,0,7
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Percentage",78.571,21.429,0,0,0,0,0,0,0,100,0,5
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,6
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Co-dependency","","Percentage",85.714,7.143,7.143,0,0,0,0,0,0,100,0,4.5
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Percentage",79.787,14.894,3.191,2.128,0,0,0,0,0,97.872,2.128,3
"Q4 2023/2024","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Percentage",83.673,16.327,0,0,0,0,0,0,0,100,0,2
"Q1 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Percentage",68.182,22.727,4.545,0,3.409,0,1.136,0,0,95.455,4.545,4
"Q2 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Percentage",79.487,20.513,0,0,0,0,0,0,0,100,0,3
"Q3 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Community-based service","","Drug","","Percentage",84.507,14.085,1.408,0,0,0,0,0,0,100,0,2
"Q4 2024/2025","S08000017","","NHS Dumfries & Galloway","","All NHS Dumfries & Galloway ADPs","d","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Percentage",35.625,26.562,29.375,2.812,3.75,0.938,0.938,0,0,91.562,8.438,12
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Percentage",32.852,30.325,31.408,2.888,2.527,0,0,0,0,94.585,5.415,13
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Percentage",34.737,30.526,27.018,2.807,3.86,0.702,0.351,0,0,92.281,7.719,12
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Percentage",32.482,28.467,31.022,5.839,2.19,0,0,0,0,91.971,8.029,13
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Alcohol","","Percentage",46.718,23.938,19.691,4.633,4.633,0.386,0,0,0,90.347,9.653,8
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Percentage",48.325,23.764,21.053,1.914,3.987,0.478,0.478,0,0,93.142,6.858,8
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Percentage",43.284,29.478,21.642,3.172,2.425,0,0,0,0,94.403,5.597,9
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Percentage",44.08,28.78,19.49,3.461,3.461,0.546,0.182,0,0,92.35,7.65,8
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Percentage",47.988,24.888,21.311,4.024,1.788,0,0,0,0,94.188,5.812,8
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","All","d","Percentage",49.444,24.074,18.704,3.519,3.889,0.37,0,0,0,92.222,7.778,8
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Percentage",71.186,16.949,10.169,1.695,0,0,0,0,0,98.305,1.695,6
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Percentage",56.25,31.25,7.812,3.125,1.562,0,0,0,0,95.312,4.688,7
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Percentage",50,28.947,7.895,5.263,6.579,1.316,0,0,0,86.842,13.158,7.5
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Percentage",66.667,18.75,14.583,0,0,0,0,0,0,100,0,6
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Co-dependency","","Percentage",60,13.333,20,3.333,3.333,0,0,0,0,93.333,6.667,6
"Q4 2023/2024","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Percentage",59.274,21.774,12.903,0.806,5.242,0,0,0,0,93.952,6.048,6
"Q1 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Percentage",53.846,27.692,12.308,3.59,2.564,0,0,0,0,93.846,6.154,7
"Q2 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Percentage",55.851,26.064,12.766,3.723,1.596,0,0,0,0,94.681,5.319,7
"Q3 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Percentage",57.593,22.923,14.613,3.152,1.719,0,0,0,0,95.129,4.871,6
"Q4 2024/2025","S08000029","","NHS Fife","","All NHS Fife ADPs","d","Community-based service","","Drug","","Percentage",50.996,25.498,17.53,2.39,3.187,0.398,0,0,0,94.024,5.976,7
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Percentage",26.721,34.008,21.053,8.502,9.312,0.405,0,0,0,81.781,18.219,13
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Percentage",50,30,20,0,0,0,0,0,0,100,0,7.5
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Percentage",39.801,33.831,19.403,4.478,2.488,0,0,0,0,93.035,6.965,10
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Percentage",75,0,25,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Percentage",37.872,36.17,25.532,0.426,0,0,0,0,0,99.574,0.426,11
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Percentage",71.429,14.286,14.286,0,0,0,0,0,0,100,0,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Percentage",44.231,35.096,18.75,1.442,0.481,0,0,0,0,98.077,1.923,10
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Percentage",88.889,11.111,0,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Alcohol","","Percentage",40.331,39.779,17.68,1.657,0.552,0,0,0,0,97.79,2.21,10
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Percentage",33.474,30.737,18.316,7.789,9.053,0.632,0,0,0,82.526,17.474,12
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Percentage",75,14.773,6.818,3.409,0,0,0,0,0,96.591,3.409,1
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Percentage",45.932,32.808,15.223,3.675,2.362,0,0,0,0,93.963,6.037,8
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Percentage",70.968,11.828,16.129,0,1.075,0,0,0,0,98.925,1.075,1
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Percentage",42.926,34.053,22.542,0.24,0.24,0,0,0,0,99.52,0.48,9
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Percentage",83.962,4.717,5.66,5.66,0,0,0,0,0,94.34,5.66,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Percentage",46.135,36.473,15.459,0.966,0.725,0,0,0.242,0,98.068,1.932,8
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Percentage",97.753,1.124,1.124,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","All","d","Percentage",46.471,35.588,16.471,0.882,0.294,0,0.294,0,0,98.529,1.471,8
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","All","d","Percentage",92.391,4.348,2.174,1.087,0,0,0,0,0,98.913,1.087,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Percentage",27.778,25.926,25.926,9.259,9.259,1.852,0,0,0,79.63,20.37,14
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Percentage",80,6.667,13.333,0,0,0,0,0,0,100,0,1
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Percentage",45.455,27.273,18.182,4.545,4.545,0,0,0,0,90.909,9.091,9
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Percentage",78.261,4.348,17.391,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Percentage",26.531,40.816,30.612,0,2.041,0,0,0,0,97.959,2.041,13
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Percentage",97.143,0,0,2.857,0,0,0,0,0,97.143,2.857,0
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Percentage",46,38,16,0,0,0,0,0,0,100,0,8
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Percentage",96.154,0,3.846,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Co-dependency","","Percentage",42.5,42.5,12.5,0,0,0,2.5,0,0,97.5,2.5,10
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Co-dependency","","Percentage",92,8,0,0,0,0,0,0,0,100,0,0
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Percentage",44.828,27.586,12.069,6.322,8.621,0.575,0,0,0,84.483,15.517,8.5
"Q4 2023/2024","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Percentage",77.778,14.286,3.175,4.762,0,0,0,0,0,95.238,4.762,1
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Percentage",55.147,33.088,8.088,2.206,1.471,0,0,0,0,96.324,3.676,7
"Q1 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Percentage",67.742,16.129,14.516,0,1.613,0,0,0,0,98.387,1.613,2
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Percentage",57.895,27.82,14.286,0,0,0,0,0,0,100,0,7
"Q2 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Percentage",78.125,6.25,7.812,7.812,0,0,0,0,0,92.188,7.812,0.5
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Percentage",48.718,37.821,10.897,0.641,1.282,0,0,0.641,0,97.436,2.564,8
"Q3 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Community-based service","","Drug","","Percentage",57.143,26.891,15.966,0,0,0,0,0,0,100,0,6
"Q4 2024/2025","S08000019","","NHS Forth Valley","","All NHS Forth Valley ADPs","d","Prison-based service","","Drug","","Percentage",92.063,3.175,3.175,1.587,0,0,0,0,0,98.413,1.587,0
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Percentage",55.59,24.845,12.422,4.037,2.795,0.311,0,0,0,92.857,7.143,7
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0.5
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Percentage",57.377,26.23,11.475,2.951,1.967,0,0,0,0,95.082,4.918,6
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Percentage",58.71,20,12.258,4.839,3.548,0.323,0.323,0,0,90.968,9.032,6
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Percentage",0,0,0,0,0,0,0,0,0,0,0,0
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Percentage",62.776,22.082,9.464,4.416,0.946,0.315,0,0,0,94.322,5.678,6
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,5
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Alcohol","","Percentage",52.824,24.252,16.279,2.99,2.658,0.664,0.332,0,0,93.355,6.645,7
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Alcohol","","Percentage",0,0,0,0,0,0,0,0,0,0,0,0
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Percentage",64.741,21.63,8.741,2.963,1.778,0.148,0,0,0,95.111,4.889,5
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Percentage",67.88,20.886,7.278,2.215,1.741,0,0,0,0,96.044,3.956,4
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Percentage",94.595,0,0,2.703,0,0,2.703,0,0,94.595,5.405,0
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Percentage",66.618,19.075,8.092,3.324,2.312,0.434,0.145,0,0,93.786,6.214,5
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Percentage",68.593,20.444,7.259,2.963,0.593,0.148,0,0,0,96.296,3.704,4
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Percentage",62.5,12.5,0,0,25,0,0,0,0,75,25,4.5
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","All","d","Percentage",64.662,19.549,10.376,2.105,2.857,0.301,0.15,0,0,94.586,5.414,6
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","All","d","Percentage",75,25,0,0,0,0,0,0,0,100,0,4
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Co-dependency","","Percentage",67.391,21.739,6.522,2.174,2.174,0,0,0,0,95.652,4.348,5.5
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Co-dependency","","Percentage",78.723,12.766,4.255,4.255,0,0,0,0,0,95.745,4.255,3
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Co-dependency","","Percentage",95.238,0,0,4.762,0,0,0,0,0,95.238,4.762,0
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Co-dependency","","Percentage",75,9.091,9.091,4.545,2.273,0,0,0,0,93.182,6.818,3
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Co-dependency","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Co-dependency","","Percentage",82.353,11.765,3.922,0,1.961,0,0,0,0,98.039,1.961,2
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Co-dependency","","Percentage",0,50,0,0,50,0,0,0,0,50,50,21
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Co-dependency","","Percentage",66,16,8,2,8,0,0,0,0,90,10,6
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Co-dependency","","Percentage",0,0,0,0,0,0,0,0,0,0,0,0
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Drug","","Percentage",73.941,18.241,5.212,1.954,0.651,0,0,0,0,97.394,2.606,3
"Q4 2023/2024","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Drug","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Drug","","Percentage",77.5,16.429,3.214,1.071,1.786,0,0,0,0,97.143,2.857,2
"Q1 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Drug","","Percentage",90.909,0,0,0,0,0,9.091,0,0,90.909,9.091,0
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Drug","","Percentage",72.781,19.527,4.142,1.775,1.183,0.592,0,0,0,96.45,3.55,3
"Q2 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Drug","","Percentage",0,0,0,0,0,0,0,0,0,0,0,0
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Drug","","Percentage",72.313,20.195,5.537,1.954,0,0,0,0,0,98.046,1.954,3
"Q3 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Drug","","Percentage",80,0,0,0,20,0,0,0,0,80,20,0
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Community-based service","","Drug","","Percentage",75.796,15.605,5.096,1.274,2.229,0,0,0,0,96.497,3.503,3
"Q4 2024/2025","S08000020","","NHS Grampian","","All NHS Grampian ADPs","d","Prison-based service","","Drug","","Percentage",75,25,0,0,0,0,0,0,0,100,0,4
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Alcohol","","Percentage",57.051,20.064,14.988,5.963,1.934,0,0,0,0,92.103,7.897,6
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,1
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Alcohol","","Percentage",100,0,0,0,0,0,0,0,0,100,0,0
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Alcohol","","Percentage",55.046,22.769,15.513,5.088,1.585,0,0,0,0,93.328,6.672,7
