"Quarter","HB","HBQF","HBName","HBNameQF","ADPName","ADPNameQF","ServiceType","ServiceTypeQF","SubstanceType","SubstanceTypeQF","NumberOfReferrals","PercentageOfReferrals"
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Alcohol","",9,18.367
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Alcohol","",1527,30.467
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Alcohol","",5,1.104
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Alcohol","",5,13.158
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","All","d",3077,28.162
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","All","d",56,5.913
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","All","d",216,23.71
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","All","d",2934,28.367
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","All","d",44,4.905
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","All","d",249,22.252
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","All","d",3061,28.886
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","All","d",60,6.224
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","All","d",282,27.811
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","All","d",3047,30.192
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","All","d",40,5.822
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","All","d",218,25.144
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","All","d",3118,30.47
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","All","d",5,0.804
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","All","d",198,25.095
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Co-dependency","",509,36.884
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Co-dependency","",4,2.532
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Co-dependency","",46,35.385
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Co-dependency","",504,35.196
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Co-dependency","",3,2.521
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Co-dependency","",28,16.766
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Co-dependency","",533,36.784
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Co-dependency","",4,2.667
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Co-dependency","",40,27.586
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Co-dependency","",555,40.6
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Co-dependency","",3,3.488
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Co-dependency","",30,25.424
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Co-dependency","",536,38.953
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Co-dependency","",0,0
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Co-dependency","",36,29.508
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Drug","",906,22.712
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Drug","",13,8.442
"Q4 2023/2024","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Drug","",164,22.558
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Drug","",884,23.957
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Drug","",6,4.444
"Q1 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Drug","",211,23.549
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Drug","",956,25.033
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Drug","",8,7.08
"Q2 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Drug","",236,28.571
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Drug","",935,25.04
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Drug","",8,7.843
"Q3 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Drug","",179,25.571
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Community-based service","","Drug","",1055,27.438
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Hospital-based service","","Drug","",0,0
"Q4 2024/2025","S08000031","","NHS Greater Glasgow & Clyde","","All NHS Greater Glasgow & Clyde ADPs","d","Prison-based service","","Drug","",157,24.96
"Q4 2023/2024","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Alcohol","",265,4.769
"Q4 2023/2024","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Alcohol","",2,3.704
"Q1 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Alcohol","",226,4.329
"Q1 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Alcohol","",1,1.786
"Q2 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Alcohol","",237,4.447
"Q2 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Alcohol","",1,2.326
"Q3 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Alcohol","",246,4.929
"Q3 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Alcohol","",0,0
"Q4 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Alcohol","",260,5.188
"Q4 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Alcohol","",1,2.632
"Q4 2023/2024","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","All","d",503,4.604
"Q4 2023/2024","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","All","d",11,1.207
"Q1 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","All","d",453,4.38
"Q1 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","All","d",16,1.43
"Q2 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","All","d",421,3.973
"Q2 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","All","d",12,1.183
"Q3 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","All","d",422,4.182
"Q3 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","All","d",11,1.269
"Q4 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","All","d",442,4.319
"Q4 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","All","d",11,1.394
"Q4 2023/2024","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Co-dependency","",47,3.406
"Q4 2023/2024","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Co-dependency","",2,1.538
"Q1 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Co-dependency","",54,3.771
"Q1 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Co-dependency","",9,5.389
"Q2 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Co-dependency","",56,3.865
"Q2 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Co-dependency","",3,2.069
"Q3 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Co-dependency","",41,2.999
"Q3 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Co-dependency","",4,3.39
"Q4 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Co-dependency","",59,4.288
"Q4 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Co-dependency","",3,2.459
"Q4 2023/2024","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Drug","",191,4.788
"Q4 2023/2024","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Drug","",7,0.963
"Q1 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Drug","",173,4.688
"Q1 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Drug","",6,0.67
"Q2 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Drug","",128,3.352
"Q2 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Drug","",8,0.969
"Q3 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Drug","",135,3.615
"Q3 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Drug","",7,1
"Q4 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Community-based service","","Drug","",123,3.199
"Q4 2024/2025","S08000022","","NHS Highland","","All NHS Highland ADPs","d","Prison-based service","","Drug","",7,1.113
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Alcohol","",473,8.512
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Alcohol","",596,93.858
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Alcohol","",0,0
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Alcohol","",458,8.772
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Alcohol","",608,94.557
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Alcohol","",0,0
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Alcohol","",459,8.613
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Alcohol","",653,93.153
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Alcohol","",0,0
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Alcohol","",398,7.974
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Alcohol","",470,94.188
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Alcohol","",0,0
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Alcohol","",453,9.038
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Alcohol","",448,98.896
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Alcohol","",0,0
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","All","d",1003,9.18
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","All","d",891,94.087
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","All","d",12,1.317
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","All","d",998,9.649
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","All","d",853,95.095
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","All","d",21,1.877
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","All","d",955,9.012
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","All","d",904,93.776
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","All","d",17,1.677
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","All","d",870,8.621
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","All","d",647,94.178
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","All","d",19,2.191
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","All","d",1000,9.772
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","All","d",617,99.196
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","All","d",15,1.901
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Co-dependency","",225,16.304
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Co-dependency","",154,97.468
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Co-dependency","",1,0.769
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Co-dependency","",228,15.922
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Co-dependency","",116,97.479
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Co-dependency","",0,0
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Co-dependency","",201,13.872
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Co-dependency","",146,97.333
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Co-dependency","",1,0.69
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Co-dependency","",193,14.119
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Co-dependency","",83,96.512
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Co-dependency","",0,0
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Co-dependency","",215,15.625
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Co-dependency","",79,100
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Co-dependency","",0,0
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Drug","",305,7.646
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Drug","",141,91.558
"Q4 2023/2024","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Drug","",11,1.513
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Drug","",312,8.455
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Drug","",129,95.556
"Q1 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Drug","",21,2.344
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Drug","",295,7.725
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Drug","",105,92.92
"Q2 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Drug","",16,1.937
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Drug","",279,7.472
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Drug","",94,92.157
"Q3 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Drug","",19,2.714
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Community-based service","","Drug","",332,8.635
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Hospital-based service","","Drug","",90,100
"Q4 2024/2025","S08000032","","NHS Lanarkshire","","All NHS Lanarkshire ADPs","d","Prison-based service","","Drug","",15,2.385
"Q4 2023/2024","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Alcohol","",699,12.579
"Q4 2023/2024","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Alcohol","",6,11.111
"Q1 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Alcohol","",676,12.948
"Q1 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Alcohol","",10,17.857
"Q2 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Alcohol","",702,13.173
"Q2 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Alcohol","",1,2.326
"Q3 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Alcohol","",608,12.182
"Q3 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Alcohol","",5,10.204
"Q4 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Alcohol","",601,11.991
"Q4 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Alcohol","",9,23.684
"Q4 2023/2024","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","All","d",1486,13.601
"Q4 2023/2024","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","All","d",122,13.392
"Q1 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","All","d",1404,13.574
"Q1 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","All","d",136,12.154
"Q2 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","All","d",1493,14.089
"Q2 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","All","d",117,11.538
"Q3 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","All","d",1268,12.564
"Q3 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","All","d",129,14.879
"Q4 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","All","d",1321,12.909
"Q4 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","All","d",102,12.928
"Q4 2023/2024","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Co-dependency","",157,11.377
"Q4 2023/2024","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Co-dependency","",22,16.923
"Q1 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Co-dependency","",163,11.383
"Q1 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Co-dependency","",28,16.766
"Q2 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Co-dependency","",190,13.112
"Q2 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Co-dependency","",20,13.793
"Q3 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Co-dependency","",158,11.558
"Q3 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Co-dependency","",33,27.966
"Q4 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Co-dependency","",188,13.663
"Q4 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Co-dependency","",27,22.131
"Q4 2023/2024","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Drug","",630,15.793
"Q4 2023/2024","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Drug","",94,12.93
"Q1 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Drug","",565,15.312
"Q1 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Drug","",98,10.938
"Q2 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Drug","",601,15.737
"Q2 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Drug","",96,11.622
"Q3 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Drug","",502,13.444
"Q3 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Drug","",91,13
"Q4 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Community-based service","","Drug","",532,13.836
"Q4 2024/2025","S08000024","","NHS Lothian","","All NHS Lothian ADPs","d","Prison-based service","","Drug","",66,10.493
"Q4 2023/2024","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Alcohol","",11,0.198
"Q1 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Alcohol","",6,0.115
"Q2 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Alcohol","",14,0.263
"Q3 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Alcohol","",11,0.22
"Q4 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Alcohol","",10,0.2
"Q4 2023/2024","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","All","d",11,0.101
"Q1 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","All","d",10,0.097
"Q2 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","All","d",18,0.17
"Q3 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","All","d",17,0.168
"Q4 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","All","d",13,0.127
"Q4 2023/2024","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Co-dependency","",0,0
"Q1 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Co-dependency","",1,0.07
"Q2 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Co-dependency","",3,0.207
"Q3 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Co-dependency","",2,0.146
"Q4 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Co-dependency","",0,0
"Q4 2023/2024","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Drug","",0,0
"Q1 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Drug","",3,0.081
"Q2 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Drug","",1,0.026
"Q3 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Drug","",4,0.107
"Q4 2024/2025","S08000025","","NHS Orkney","","All NHS Orkney ADPs","d","Community-based service","","Drug","",3,0.078
"Q4 2023/2024","S08000026","","NHS Shetland","","All NHS Shetland ADPs","d","Community-based service","","Alcohol","",12,0.216
